time,value
0:00:05.161000,0.127096
0:00:05.182000,0.126740
0:00:05.204000,0.127493
0:00:05.228000,0.130842
0:00:05.250000,0.131344
0:00:05.271000,0.131939
0:00:05.294000,0.130789
0:00:05.316000,0.135300
0:00:05.338000,0.135771
0:00:05.360000,0.134644
0:00:05.384000,0.139052
0:00:05.406000,0.138605
0:00:05.428000,0.139561
0:00:05.451000,0.139029
0:00:05.476000,0.136803
0:00:05.498000,0.137929
0:00:05.521000,0.139114
0:00:05.545000,0.138175
0:00:05.567000,0.138867
0:00:05.589000,0.135746
0:00:05.613000,0.136406
0:00:05.635000,0.138047
0:00:05.657000,0.136582
0:00:05.678000,0.136586
0:00:05.703000,0.137117
0:00:05.725000,0.136489
0:00:05.746000,0.136388
0:00:05.770000,0.135727
0:00:05.792000,0.191179
0:00:05.814000,0.158775
0:00:05.837000,0.156777
0:00:05.861000,0.172122
0:00:05.884000,0.169652
0:00:05.909000,0.210958
0:00:05.930000,0.197052
0:00:05.953000,0.197743
0:00:05.976000,0.197552
0:00:05.999000,0.196839
0:00:06.020000,0.197788
0:00:06.043000,0.197127
0:00:06.067000,0.197184
0:00:06.089000,0.281765
0:00:06.111000,0.193406
0:00:06.133000,0.193008
0:00:06.156000,0.193759
0:00:06.178000,0.193071
0:00:06.200000,0.194703
0:00:06.224000,0.193390
0:00:06.246000,0.192949
0:00:06.267000,0.194260
0:00:06.290000,0.193293
0:00:06.314000,0.193333
0:00:06.336000,0.193536
0:00:06.357000,0.193177
0:00:06.381000,0.193547
0:00:06.403000,0.196598
0:00:06.424000,0.195901
0:00:06.449000,0.197258
0:00:06.470000,0.195880
0:00:06.492000,0.196213
0:00:06.516000,0.197015
0:00:06.538000,0.195687
0:00:06.560000,0.196395
0:00:06.582000,0.196376
0:00:06.606000,0.196246
0:00:06.627000,0.196465
0:00:06.649000,0.195921
0:00:06.672000,0.194828
0:00:06.695000,0.196078
0:00:06.718000,0.195791
0:00:06.741000,0.195087
0:00:06.763000,0.196883
0:00:06.785000,0.196567
0:00:06.807000,0.196971
0:00:06.830000,0.197036
0:00:06.852000,0.196287
0:00:06.875000,0.196136
0:00:06.899000,0.193795
0:00:06.921000,0.193546
0:00:06.943000,0.193653
0:00:06.966000,0.193730
0:00:06.989000,0.194098
0:00:07.009000,0.194303
0:00:07.032000,0.193575
0:00:07.056000,0.193426
0:00:07.078000,0.194047
0:00:07.101000,0.193975
0:00:07.123000,0.193199
0:00:07.148000,0.193946
0:00:07.171000,0.192807
0:00:07.192000,0.193248
0:00:07.216000,0.193144
0:00:07.238000,0.193218
0:00:07.258000,0.193969
0:00:07.280000,0.194581
0:00:07.303000,0.193871
0:00:07.325000,0.194119
0:00:07.346000,0.193902
0:00:07.370000,0.193002
0:00:07.391000,0.196383
0:00:07.413000,0.196151
0:00:07.436000,0.196388
0:00:07.458000,0.196396
0:00:07.481000,0.196703
0:00:07.503000,0.196079
0:00:07.527000,0.196317
0:00:07.549000,0.196176
0:00:07.572000,0.196037
0:00:07.597000,0.196370
0:00:07.618000,0.195544
0:00:07.639000,0.197006
0:00:07.661000,0.196232
0:00:07.685000,0.195481
0:00:07.707000,0.196017
0:00:07.729000,0.196164
0:00:07.753000,0.195371
0:00:07.775000,0.196341
0:00:07.797000,0.195085
0:00:07.819000,0.195617
0:00:07.842000,0.196242
0:00:07.864000,0.195939
0:00:07.887000,0.195302
0:00:07.909000,0.193092
0:00:07.931000,0.193571
0:00:07.952000,0.194326
0:00:07.977000,0.193542
0:00:08,0.192807
0:00:08.022000,0.193865
0:00:08.046000,0.193254
0:00:08.067000,0.194192
0:00:08.089000,0.193388
0:00:08.111000,0.193303
0:00:08.135000,0.195272
0:00:08.157000,0.193173
0:00:08.179000,0.193716
0:00:08.203000,0.193899
0:00:08.224000,0.192630
0:00:08.247000,0.193608
0:00:08.270000,0.194566
0:00:08.292000,0.193781
0:00:08.315000,0.193808
0:00:08.336000,0.193225
0:00:08.361000,0.193640
0:00:08.383000,0.194873
0:00:08.405000,0.195770
0:00:08.429000,0.196519
0:00:08.451000,0.196638
0:00:08.473000,0.101204
0:00:08.495000,0.111295
0:00:08.519000,0.111972
0:00:08.540000,0.115383
0:00:08.562000,0.128948
0:00:08.586000,0.129470
0:00:08.609000,0.129315
0:00:08.631000,0.128985
0:00:08.652000,0.128993
0:00:08.677000,0.129018
0:00:08.699000,0.129953
0:00:08.721000,0.129486
0:00:08.746000,0.129119
0:00:08.767000,0.129993
0:00:08.788000,0.129853
0:00:08.810000,0.128399
0:00:08.835000,0.134327
0:00:08.859000,0.133759
0:00:08.881000,0.133474
0:00:08.906000,0.135748
0:00:08.927000,0.136660
0:00:08.949000,0.137649
0:00:08.972000,0.135942
0:00:08.993000,0.134968
0:00:09.015000,0.134599
0:00:09.039000,0.135693
0:00:09.060000,0.136253
0:00:09.081000,0.136368
0:00:09.104000,0.136853
0:00:09.127000,0.134798
0:00:09.150000,0.136587
0:00:09.173000,0.132806
0:00:09.197000,0.134797
0:00:09.219000,0.134392
0:00:09.240000,0.134361
0:00:09.265000,0.134401
0:00:09.288000,0.134368
0:00:09.311000,0.133717
0:00:09.332000,0.134431
0:00:09.355000,0.134199
0:00:09.377000,0.177957
0:00:09.398000,0.156485
0:00:09.421000,0.157967
0:00:09.444000,0.171299
0:00:09.466000,0.171614
0:00:09.487000,0.213897
0:00:09.510000,0.200317
0:00:09.533000,0.199665
0:00:09.555000,0.199630
0:00:09.579000,0.199992
0:00:09.602000,0.199587
0:00:09.624000,0.199501
0:00:09.646000,0.199262
0:00:09.670000,0.197998
0:00:09.693000,0.186698
0:00:09.715000,0.196432
0:00:09.739000,0.236182
0:00:09.761000,0.197397
0:00:09.783000,0.196151
0:00:09.804000,0.195967
0:00:09.828000,0.207285
0:00:09.850000,0.206826
0:00:09.871000,0.206857
0:00:09.896000,0.204385
0:00:09.917000,0.207322
0:00:09.939000,0.202974
0:00:09.963000,0.203718
0:00:09.986000,0.209363
0:00:10.008000,0.206467
0:00:10.030000,0.205090
0:00:10.053000,0.208896
0:00:10.075000,0.203133
0:00:10.098000,0.204625
0:00:10.124000,0.203607
0:00:10.146000,0.206614
0:00:10.168000,0.206524
0:00:10.191000,0.203843
0:00:10.214000,0.204778
0:00:10.236000,0.345652
0:00:10.258000,0.204175
0:00:10.282000,0.205024
0:00:10.303000,0.204706
0:00:10.325000,0.204310
0:00:10.348000,0.203808
0:00:10.370000,0.201032
0:00:10.391000,0.207025
0:00:10.413000,0.208068
0:00:10.437000,0.207479
0:00:10.458000,0.205452
0:00:10.480000,0.208513
0:00:10.503000,0.208220
0:00:10.528000,0.205752
0:00:10.549000,0.208812
0:00:10.571000,0.205095
0:00:10.595000,0.207170
0:00:10.617000,0.208043
0:00:10.638000,0.208050
0:00:10.660000,0.204469
0:00:10.684000,0.205587
0:00:10.706000,0.208995
0:00:10.727000,0.210197
0:00:10.752000,0.204716
0:00:10.773000,0.209264
0:00:10.795000,0.207073
0:00:10.817000,0.207266
0:00:10.840000,0.204277
0:00:10.861000,0.207625
0:00:10.883000,0.210074
0:00:10.907000,0.209736
0:00:10.929000,0.211445
0:00:10.953000,0.210904
0:00:10.978000,0.202012
0:00:11,0.206845
0:00:11.021000,0.205019
0:00:11.045000,0.207300
0:00:11.066000,0.207572
0:00:11.088000,0.209150
0:00:11.111000,0.209572
0:00:11.134000,0.210578
0:00:11.156000,0.210233
0:00:11.179000,0.206659
0:00:11.202000,0.208916
0:00:11.225000,0.207351
0:00:11.246000,0.210019
0:00:11.268000,0.214448
0:00:11.291000,0.216172
0:00:11.314000,0.217971
0:00:11.335000,0.219033
0:00:11.360000,0.206165
0:00:11.383000,0.208729
0:00:11.405000,0.207972
0:00:11.427000,0.207257
0:00:11.450000,0.205448
0:00:11.472000,0.206402
0:00:11.495000,0.205907
0:00:11.518000,0.205809
0:00:11.539000,0.207685
0:00:11.561000,0.210945
0:00:11.586000,0.210173
0:00:11.608000,0.214976
0:00:11.629000,0.208211
0:00:11.651000,0.211610
0:00:11.675000,0.210195
0:00:11.698000,0.206394
0:00:11.720000,0.206387
0:00:11.743000,0.205078
0:00:11.765000,0.206873
0:00:11.788000,0.208094
0:00:11.812000,0.207974
0:00:11.834000,0.208090
0:00:11.857000,0.214563
0:00:11.878000,0.206456
0:00:11.901000,0.206351
0:00:11.924000,0.364128
0:00:11.946000,0.204020
0:00:11.969000,0.204811
0:00:11.991000,0.207602
0:00:12.013000,0.209089
0:00:12.038000,0.207675
0:00:12.060000,0.209468
0:00:12.081000,0.214190
0:00:12.105000,0.202324
0:00:12.129000,0.201769
0:00:12.150000,0.202441
0:00:12.172000,0.205792
0:00:12.196000,0.204877
0:00:12.220000,0.205204
0:00:12.241000,0.204244
0:00:12.265000,0.207970
0:00:12.287000,0.211965
0:00:12.309000,0.196304
0:00:12.330000,0.208953
0:00:12.354000,0.204421
0:00:12.376000,0.205510
0:00:12.398000,0.209035
0:00:12.421000,0.210983
0:00:12.443000,0.210606
0:00:12.465000,0.206567
0:00:12.487000,0.206692
0:00:12.512000,0.213082
0:00:12.534000,0.214698
0:00:12.555000,0.198888
0:00:12.578000,0.207619
0:00:12.601000,0.210227
0:00:12.623000,0.204603
0:00:12.647000,0.205843
0:00:12.669000,0.205988
0:00:12.691000,0.209863
0:00:12.713000,0.221210
0:00:12.736000,0.200574
0:00:12.759000,0.221243
0:00:12.781000,0.208237
0:00:12.804000,0.198535
0:00:12.827000,0.217957
0:00:12.849000,0.211388
0:00:12.870000,0.208477
0:00:12.894000,0.209598
0:00:12.915000,0.205174
0:00:12.937000,0.205748
0:00:12.962000,0.204990
0:00:12.984000,0.197229
0:00:13.006000,0.205362
0:00:13.028000,0.202082
0:00:13.054000,0.204966
0:00:13.075000,0.202284
0:00:13.097000,0.203207
0:00:13.120000,0.205139
0:00:13.142000,0.201576
0:00:13.163000,0.205947
0:00:13.185000,0.204750
0:00:13.208000,0.206931
0:00:13.230000,0.206544
0:00:13.251000,0.207283
0:00:13.274000,0.206785
0:00:13.297000,0.204793
0:00:13.318000,0.206283
0:00:13.342000,0.202136
0:00:13.364000,0.205507
0:00:13.386000,0.207691
0:00:13.408000,0.214439
0:00:13.432000,0.206358
0:00:13.454000,0.208291
0:00:13.476000,0.207521
0:00:13.501000,0.208589
0:00:13.524000,0.206720
0:00:13.546000,0.205396
0:00:13.568000,0.213925
0:00:13.591000,0.204461
0:00:13.613000,0.206605
0:00:13.634000,0.207191
0:00:13.658000,0.207185
0:00:13.680000,0.208334
0:00:13.702000,0.203096
0:00:13.724000,0.206333
0:00:13.747000,0.209997
0:00:13.769000,0.206946
0:00:13.791000,0.204939
0:00:13.814000,0.201245
0:00:13.837000,0.199481
0:00:13.860000,0.210568
0:00:13.882000,0.212538
0:00:13.907000,0.209999
0:00:13.928000,0.204338
0:00:13.950000,0.201593
0:00:13.973000,0.205947
0:00:13.996000,0.206434
0:00:14.018000,0.205312
0:00:14.042000,0.207091
0:00:14.064000,0.216905
0:00:14.086000,0.213251
0:00:14.110000,0.211527
0:00:14.132000,0.214342
0:00:14.154000,0.218876
0:00:14.177000,0.212625
0:00:14.200000,0.211050
0:00:14.221000,0.214592
0:00:14.242000,0.206026
0:00:14.267000,0.213493
0:00:14.289000,0.214067
0:00:14.311000,0.213391
0:00:14.336000,0.216274
0:00:14.359000,0.212450
0:00:14.381000,0.213928
0:00:14.403000,0.216473
0:00:14.427000,0.211825
0:00:14.449000,0.212275
0:00:14.472000,0.214235
0:00:14.496000,0.203903
0:00:14.518000,0.202876
0:00:14.539000,0.216628
0:00:14.560000,0.216607
0:00:14.584000,0.216285
0:00:14.606000,0.218187
0:00:14.628000,0.217258
0:00:14.653000,0.216297
0:00:14.675000,0.217183
0:00:14.697000,0.216499
0:00:14.719000,0.216584
0:00:14.743000,0.216594
0:00:14.764000,0.217272
0:00:14.786000,0.216507
0:00:14.810000,0.215235
0:00:14.833000,0.216905
0:00:14.854000,0.217256
0:00:14.878000,0.215719
0:00:14.900000,0.216532
0:00:14.922000,0.217336
0:00:14.944000,0.216303
0:00:14.969000,0.217289
0:00:14.990000,0.217228
0:00:15.011000,0.216474
0:00:15.035000,0.217630
0:00:15.058000,0.216129
0:00:15.080000,0.217403
0:00:15.104000,0.216601
0:00:15.127000,0.217651
0:00:15.149000,0.217252
0:00:15.172000,0.215799
0:00:15.196000,0.217017
0:00:15.218000,0.216699
0:00:15.239000,0.217289
0:00:15.263000,0.216992
0:00:15.285000,0.216196
0:00:15.307000,0.217416
0:00:15.330000,0.216845
0:00:15.353000,0.216353
0:00:15.375000,0.217308
0:00:15.398000,0.215660
0:00:15.421000,0.216137
0:00:15.444000,0.216002
0:00:15.466000,0.216282
0:00:15.490000,0.216991
0:00:15.513000,0.217586
0:00:15.535000,0.216708
0:00:15.557000,0.216416
0:00:15.582000,0.216511
0:00:15.605000,0.215750
0:00:15.627000,0.217120
0:00:15.651000,0.216949
0:00:15.673000,0.215879
0:00:15.695000,0.217397
0:00:15.716000,0.216602
0:00:15.740000,0.217313
0:00:15.762000,0.216877
0:00:15.784000,0.216940
0:00:15.808000,0.216732
0:00:15.830000,0.217157
0:00:15.852000,0.216849
0:00:15.875000,0.216988
0:00:15.898000,0.216264
0:00:15.920000,0.216405
0:00:15.942000,0.217794
0:00:15.966000,0.217343
0:00:15.988000,0.217169
0:00:16.012000,0.216368
0:00:16.036000,0.217079
0:00:16.058000,0.216828
0:00:16.080000,0.216453
0:00:16.104000,0.216220
0:00:16.125000,0.217057
0:00:16.147000,0.217717
0:00:16.169000,0.217060
0:00:16.192000,0.216748
0:00:16.216000,0.216578
0:00:16.238000,0.217200
0:00:16.262000,0.216678
0:00:16.285000,0.216617
0:00:16.308000,0.217612
0:00:16.330000,0.216682
0:00:16.353000,0.216456
0:00:16.375000,0.217381
0:00:16.397000,0.216395
0:00:16.422000,0.217444
0:00:16.445000,0.216142
0:00:16.466000,0.217060
0:00:16.492000,0.217291
0:00:16.513000,0.217292
0:00:16.535000,0.215579
0:00:16.556000,0.216914
0:00:16.580000,0.217579
0:00:16.603000,0.216288
0:00:16.624000,0.216571
0:00:16.649000,0.216949
0:00:16.670000,0.216339
0:00:16.693000,0.216311
0:00:16.716000,0.217752
0:00:16.739000,0.217146
0:00:16.761000,0.217035
0:00:16.782000,0.217753
0:00:16.806000,0.217546
0:00:16.827000,0.218422
0:00:16.850000,0.216879
0:00:16.874000,0.217224
0:00:16.897000,0.217272
0:00:16.918000,0.217542
0:00:16.940000,0.216660
0:00:16.965000,0.216828
0:00:16.986000,0.216679
0:00:17.008000,0.217442
0:00:17.032000,0.216659
0:00:17.054000,0.217153
0:00:17.075000,0.216658
0:00:17.100000,0.215798
0:00:17.122000,0.217341
0:00:17.144000,0.215697
0:00:17.166000,0.215767
0:00:17.190000,0.215661
0:00:17.211000,0.217404
0:00:17.234000,0.216799
0:00:17.258000,0.216454
0:00:17.281000,0.217066
0:00:17.304000,0.217407
0:00:17.328000,0.216758
0:00:17.351000,0.215366
0:00:17.373000,0.217460
0:00:17.394000,0.216251
0:00:17.419000,0.216703
0:00:17.440000,0.216728
0:00:17.462000,0.217272
0:00:17.486000,0.216631
0:00:17.508000,0.218039
0:00:17.530000,0.215035
0:00:17.551000,0.217229
0:00:17.575000,0.217229
0:00:17.597000,0.216735
0:00:17.618000,0.216711
0:00:17.642000,0.216564
0:00:17.663000,0.216914
0:00:17.685000,0.216647
0:00:17.709000,0.218304
0:00:17.732000,0.217159
0:00:17.755000,0.215900
0:00:17.777000,0.216559
0:00:17.800000,0.218130
0:00:17.823000,0.217595
0:00:17.844000,0.215676
0:00:17.867000,0.216667
0:00:17.890000,0.216842
0:00:17.911000,0.217043
0:00:17.933000,0.217503
0:00:17.957000,0.215618
0:00:17.979000,0.217221
0:00:18.001000,0.216049
0:00:18.025000,0.216762
0:00:18.046000,0.216428
0:00:18.069000,0.216749
0:00:18.093000,0.217668
0:00:18.117000,0.216690
0:00:18.140000,0.217975
0:00:18.162000,0.216262
0:00:18.186000,0.216312
0:00:18.207000,0.215742
0:00:18.231000,0.216143
0:00:18.255000,0.216373
0:00:18.277000,0.217275
0:00:18.299000,0.216848
0:00:18.323000,0.217019
0:00:18.346000,0.216234
0:00:18.368000,0.217235
0:00:18.390000,0.216040
0:00:18.414000,0.216442
0:00:18.435000,0.216342
0:00:18.457000,0.216762
0:00:18.480000,0.216758
0:00:18.503000,0.216570
0:00:18.525000,0.216450
0:00:18.548000,0.217540
0:00:18.572000,0.216819
0:00:18.595000,0.216479
0:00:18.616000,0.217368
0:00:18.640000,0.217042
0:00:18.663000,0.216321
0:00:18.685000,0.216926
0:00:18.706000,0.217483
0:00:18.730000,0.217304
0:00:18.752000,0.215569
0:00:18.774000,0.217129
0:00:18.798000,0.216628
0:00:18.819000,0.217043
0:00:18.841000,0.216259
0:00:18.863000,0.216969
0:00:18.888000,0.216986
0:00:18.909000,0.215001
0:00:18.931000,0.217544
0:00:18.955000,0.217530
0:00:18.979000,0.216666
0:00:19.001000,0.217624
0:00:19.024000,0.216466
0:00:19.046000,0.217142
0:00:19.068000,0.217187
0:00:19.093000,0.217726
0:00:19.115000,0.217501
0:00:19.137000,0.216809
0:00:19.160000,0.215433
0:00:19.183000,0.217444
0:00:19.205000,0.217007
0:00:19.227000,0.216929
0:00:19.251000,0.216678
0:00:19.273000,0.217144
0:00:19.295000,0.217264
0:00:19.318000,0.216189
0:00:19.341000,0.217159
0:00:19.362000,0.216853
0:00:19.386000,0.216113
0:00:19.409000,0.216554
0:00:19.431000,0.216406
0:00:19.453000,0.217392
0:00:19.475000,0.216734
0:00:19.498000,0.215970
0:00:19.520000,0.216748
0:00:19.543000,0.217118
0:00:19.567000,0.217519
0:00:19.589000,0.216415
0:00:19.610000,0.216788
0:00:19.634000,0.216464
0:00:19.656000,0.217355
0:00:19.677000,0.216382
0:00:19.699000,0.217215
0:00:19.723000,0.216814
0:00:19.744000,0.215438
0:00:19.766000,0.216933
0:00:19.790000,0.217167
0:00:19.813000,0.216346
0:00:19.835000,0.217138
0:00:19.858000,0.215748
0:00:19.883000,0.216986
0:00:19.905000,0.216417
0:00:19.926000,0.217199
0:00:19.950000,0.216543
0:00:19.972000,0.217658
0:00:19.994000,0.216556
0:00:20.016000,0.217128
0:00:20.039000,0.216943
0:00:20.060000,0.216101
0:00:20.083000,0.216439
0:00:20.106000,0.216867
0:00:20.127000,0.217003
0:00:20.150000,0.217309
0:00:20.173000,0.217339
0:00:20.195000,0.217352
0:00:20.218000,0.216428
0:00:20.245000,0.216003
0:00:20.266000,0.217946
0:00:20.288000,0.216685
0:00:20.311000,0.216618
0:00:20.334000,0.217057
0:00:20.356000,0.216685
0:00:20.378000,0.216798
0:00:20.402000,0.217149
0:00:20.424000,0.215749
0:00:20.446000,0.216043
0:00:20.468000,0.218056
0:00:20.492000,0.216329
0:00:20.513000,0.217115
0:00:20.535000,0.216786
0:00:20.558000,0.216903
0:00:20.580000,0.216499
0:00:20.602000,0.216347
0:00:20.625000,0.216317
0:00:20.650000,0.216095
0:00:20.672000,0.216655
0:00:20.695000,0.217631
0:00:20.719000,0.217786
0:00:20.742000,0.217329
0:00:20.764000,0.216709
0:00:20.788000,0.216113
0:00:20.809000,0.217468
0:00:20.832000,0.216653
0:00:20.854000,0.217084
0:00:20.877000,0.215708
0:00:20.899000,0.216828
0:00:20.921000,0.217524
0:00:20.945000,0.217036
0:00:20.967000,0.217280
0:00:20.990000,0.216406
0:00:21.012000,0.216469
0:00:21.036000,0.217899
0:00:21.058000,0.216076
0:00:21.084000,0.216927
0:00:21.106000,0.216614
0:00:21.128000,0.216891
0:00:21.151000,0.216296
0:00:21.174000,0.216503
0:00:21.195000,0.217227
0:00:21.218000,0.216594
0:00:21.241000,0.215716
0:00:21.264000,0.216825
0:00:21.286000,0.217451
0:00:21.309000,0.216962
0:00:21.332000,0.216371
0:00:21.354000,0.216416
0:00:21.376000,0.217564
0:00:21.401000,0.217007
0:00:21.422000,0.217100
0:00:21.445000,0.216887
0:00:21.470000,0.217319
0:00:21.493000,0.216385
0:00:21.515000,0.216681
0:00:21.537000,0.216118
0:00:21.562000,0.218041
0:00:21.584000,0.216539
0:00:21.607000,0.217392
0:00:21.631000,0.216656
0:00:21.653000,0.217415
0:00:21.674000,0.216462
0:00:21.696000,0.217190
0:00:21.720000,0.217016
0:00:21.742000,0.215731
0:00:21.764000,0.216885
0:00:21.788000,0.216908
0:00:21.811000,0.217340
0:00:21.832000,0.216094
0:00:21.857000,0.217378
0:00:21.879000,0.216587
0:00:21.900000,0.217011
0:00:21.925000,0.218099
0:00:21.950000,0.219011
0:00:21.972000,0.217916
0:00:21.993000,0.217855
0:00:22.017000,0.217911
0:00:22.039000,0.218003
0:00:22.061000,0.218842
0:00:22.085000,0.217412
0:00:22.108000,0.218318
0:00:22.129000,0.217200
0:00:22.152000,0.218138
0:00:22.176000,0.218531
0:00:22.197000,0.218786
0:00:22.220000,0.217319
0:00:22.246000,0.218272
0:00:22.268000,0.218336
0:00:22.289000,0.217514
0:00:22.313000,0.218452
0:00:22.336000,0.218953
0:00:22.358000,0.218087
0:00:22.381000,0.218743
0:00:22.404000,0.218043
0:00:22.427000,0.217909
0:00:22.448000,0.218961
0:00:22.472000,0.217992
0:00:22.494000,0.218932
0:00:22.517000,0.217478
0:00:22.540000,0.218941
0:00:22.562000,0.218264
0:00:22.585000,0.218543
0:00:22.606000,0.218699
